NCESSCH,LEAID,LEANM05,SCHNAM05,LCITY05,LSTATE05,LATCOD,LONCOD,MLOCALE,ULOCALE,status05
470318000461,4703180,NASHVILLE-DAVIDSON COUNTY SD,HULL JACKSON MONTESSORI MAGNET,NASHVILLE,TN,36.190850,-86.806630,1,11,1
470318000462,4703180,NASHVILLE-DAVIDSON COUNTY SD,MADISON SCHOOL,MADISON,TN,36.266550,-86.654020,1,11,1
470318000592,4703180,NASHVILLE-DAVIDSON COUNTY SD,EAST LITERATURE MAGNET SCHOOL,NASHVILLE,TN,36.178350,-86.751630,1,11,1
470318000909,4703180,NASHVILLE-DAVIDSON COUNTY SD,BAXTER ALTERNATIVE LEARNING CENTER,NASHVILLE,TN,36.211670,-86.732740,1,11,1
470318001052,4703180,NASHVILLE-DAVIDSON COUNTY SD,ANTIOCH MIDDLE,ANTIOCH,TN,36.056510,-86.672310,1,11,1
470318001062,4703180,NASHVILLE-DAVIDSON COUNTY SD,MT VIEW ELEMENTARY,ANTIOCH,TN,36.042200,-86.605760,8,41,1
470318001243,4703180,NASHVILLE-DAVIDSON COUNTY SD,DONELSON MIDDLE SCHOOL,NASHVILLE,TN,36.167370,-86.656770,1,11,1
470318001254,4703180,NASHVILLE-DAVIDSON COUNTY SD,ALEX GREEN ELEMENTARY SCHOOL,WHITES CREEK,TN,36.252430,-86.831350,8,41,1
470318001255,4703180,NASHVILLE-DAVIDSON COUNTY SD,AMQUI ELEMENTARY SCHOOL,MADISON,TN,36.273310,-86.704830,1,11,1
470318001256,4703180,NASHVILLE-DAVIDSON COUNTY SD,ANDREW JACKSON ELEMENTARY SCHOOL,OLD HICKORY,TN,36.232240,-86.624610,1,11,1
470318001257,4703180,NASHVILLE-DAVIDSON COUNTY SD,ANTIOCH HIGH SCHOOL,ANTIOCH,TN,36.046550,-86.600800,8,41,1
470318001258,4703180,NASHVILLE-DAVIDSON COUNTY SD,APOLLO MIDDLE SCHOOL,ANTIOCH,TN,36.067260,-86.662700,1,11,1
470318001260,4703180,NASHVILLE-DAVIDSON COUNTY SD,W. A. BASS MIDDLE SCHOOL,NASHVILLE,TN,36.154060,-86.850010,1,11,1
470318001261,4703180,NASHVILLE-DAVIDSON COUNTY SD,BELLEVUE MIDDLE SCHOOL,NASHVILLE,TN,36.071660,-86.934350,1,11,1
470318001262,4703180,NASHVILLE-DAVIDSON COUNTY SD,BELLSHIRE ELEMENTARY DESIGN CENTER,NASHVILLE,TN,36.269290,-86.763230,1,11,1
470318001264,4703180,NASHVILLE-DAVIDSON COUNTY SD,BORDEAUX ELEMENTARY ENHANCED OPTION,NASHVILLE,TN,36.191050,-86.833520,1,11,1
470318001266,4703180,NASHVILLE-DAVIDSON COUNTY SD,BROOKMEADE ELEMENTARY,NASHVILLE,TN,36.127290,-86.903270,8,41,1
470318001267,4703180,NASHVILLE-DAVIDSON COUNTY SD,BUENA VISTA ELEMENTARY ENHANCED OPTION,NASHVILLE,TN,36.177800,-86.797820,1,11,1
470318001269,4703180,NASHVILLE-DAVIDSON COUNTY SD,CALDWELL ENHANCED OPTION,NASHVILLE,TN,36.178980,-86.770960,1,11,8
470318001270,4703180,NASHVILLE-DAVIDSON COUNTY SD,CAMERON MIDDLE SCHOOL,NASHVILLE,TN,36.149110,-86.765020,1,11,1
470318001273,4703180,NASHVILLE-DAVIDSON COUNTY SD,CHADWELL ELEMENTARY SCHOOL,MADISON,TN,36.257200,-86.741910,1,11,1
470318001274,4703180,NASHVILLE-DAVIDSON COUNTY SD,CHARLOTTE PARK ELEMENTARY,NASHVILLE,TN,36.152050,-86.883170,1,11,1
470318001275,4703180,NASHVILLE-DAVIDSON COUNTY SD,COCKRILL ELEMENTARY SCHOOL,NASHVILLE,TN,36.156640,-86.843730,1,11,1
470318001277,4703180,NASHVILLE-DAVIDSON COUNTY SD,COLE ELEMENTARY SCHOOL,ANTIOCH,TN,36.058500,-86.698810,1,11,1
470318001278,4703180,NASHVILLE-DAVIDSON COUNTY SD,CORA HOWE ELEMENTARY SCHOOL,NASHVILLE,TN,36.189200,-86.734520,1,11,1
470318001279,4703180,NASHVILLE-DAVIDSON COUNTY SD,COTTON ELEMENTARY SCHOOL,NASHVILLE,TN,36.190720,-86.747230,1,11,1
470318001280,4703180,NASHVILLE-DAVIDSON COUNTY SD,CRIEVE HALL ELEMENTARY SCHOOL,NASHVILLE,TN,36.065370,-86.759000,1,11,1
470318001281,4703180,NASHVILLE-DAVIDSON COUNTY SD,CUMBERLAND ELEMENTARY SCHOOL,NASHVILLE,TN,36.211700,-86.865950,1,11,1
470318001282,4703180,NASHVILLE-DAVIDSON COUNTY SD,DALEWOOD MIDDLE SCHOOL,NASHVILLE,TN,36.207350,-86.718280,1,11,1
470318001283,4703180,NASHVILLE-DAVIDSON COUNTY SD,DAN MILLS ELEMENTARY SCHOOL,NASHVILLE,TN,36.217490,-86.718480,1,11,1
470318001284,4703180,NASHVILLE-DAVIDSON COUNTY SD,DODSON ELEMENTARY SCHOOL,HERMITAGE,TN,36.188360,-86.607240,1,11,1
470318001287,4703180,NASHVILLE-DAVIDSON COUNTY SD,DUPONT ELEMENTARY SCHOOL,OLD HICKORY,TN,36.261880,-86.652110,1,11,1
470318001288,4703180,NASHVILLE-DAVIDSON COUNTY SD,DUPONT TYLER MIDDLE SCHOOL,HERMITAGE,TN,36.199270,-86.612820,1,11,1
470318001289,4703180,NASHVILLE-DAVIDSON COUNTY SD,DUPONT HADLEY MIDDLE SCHOOL,OLD HICKORY,TN,36.250960,-86.645700,1,11,1
470318001290,4703180,NASHVILLE-DAVIDSON COUNTY SD,EAKIN ELEMENTARY SCHOOL,NASHVILLE,TN,36.134810,-86.806480,1,11,1
470318001293,4703180,NASHVILLE-DAVIDSON COUNTY SD,EWING PARK MIDDLE SCHOOL,NASHVILLE,TN,36.236760,-86.803270,8,41,1
470318001294,4703180,NASHVILLE-DAVIDSON COUNTY SD,FALL-HAMILTON ELEMENTARY ENHANCED OPTION,NASHVILLE,TN,36.133280,-86.766580,1,11,1
470318001297,4703180,NASHVILLE-DAVIDSON COUNTY SD,GATEWAY ELEMENTARY SCHOOL,MADISON,TN,36.293010,-86.710290,3,21,1
470318001298,4703180,NASHVILLE-DAVIDSON COUNTY SD,GLENCLIFF ELEMENTARY SCHOOL,NASHVILLE,TN,36.101220,-86.723120,1,11,1
470318001299,4703180,NASHVILLE-DAVIDSON COUNTY SD,GLENCLIFF COMP HIGH SCHOOL,NASHVILLE,TN,36.100990,-86.729150,1,11,1
470318001301,4703180,NASHVILLE-DAVIDSON COUNTY SD,GLENGARRY ELEMENTARY SCHOOL,NASHVILLE,TN,36.110820,-86.705240,1,11,1
470318001302,4703180,NASHVILLE-DAVIDSON COUNTY SD,GLENN ENHANCE OPTION SCHOOL,NASHVILLE,TN,36.186910,-86.766190,1,11,1
470318001303,4703180,NASHVILLE-DAVIDSON COUNTY SD,GLENVIEW ELEMENTARY SCHOOL,NASHVILLE,TN,36.108700,-86.800700,1,11,1
470318001304,4703180,NASHVILLE-DAVIDSON COUNTY SD,GOODLETTSVILLE ELEMENTARY,GOODLETTSVILLE,TN,36.313070,-86.711060,3,21,1
470318001305,4703180,NASHVILLE-DAVIDSON COUNTY SD,GOODLETTSVILLE MIDDLE SCHOOL,GOODLETTSVILLE,TN,36.323300,-86.713440,3,21,1
470318001306,4703180,NASHVILLE-DAVIDSON COUNTY SD,GOWER ELEMENTARY SCHOOL,NASHVILLE,TN,36.114260,-86.922800,1,11,1
470318001307,4703180,NASHVILLE-DAVIDSON COUNTY SD,GRA-MAR MIDDLE SCHOOL,NASHVILLE,TN,36.232470,-86.743700,1,11,1
470318001308,4703180,NASHVILLE-DAVIDSON COUNTY SD,GRANBERY ELEMENTARY SCHOOL,BRENTWOOD,TN,36.047620,-86.752490,1,11,1
470318001309,4703180,NASHVILLE-DAVIDSON COUNTY SD,H G HILL MIDDLE SCHOOL,NASHVILLE,TN,36.115820,-86.865480,1,11,1
470318001310,4703180,NASHVILLE-DAVIDSON COUNTY SD,HARPETH VALLEY ELEMENTARY,NASHVILLE,TN,36.045580,-86.956570,1,11,1
470318001311,4703180,NASHVILLE-DAVIDSON COUNTY SD,HARRIS HILLMAN SPECIAL,NASHVILLE,TN,36.138300,-86.807830,1,11,1
470318001313,4703180,NASHVILLE-DAVIDSON COUNTY SD,HAYWOOD ELEMENTARY SCHOOL,NASHVILLE,TN,36.073500,-86.708610,1,11,1
470318001315,4703180,NASHVILLE-DAVIDSON COUNTY SD,HERMITAGE ELEMENTARY SCHOOL,HERMITAGE,TN,36.197380,-86.635010,1,11,1
470318001317,4703180,NASHVILLE-DAVIDSON COUNTY SD,MEIGS MAGNET MIDDLE SCHOOL,NASHVILLE,TN,36.175900,-86.761200,1,11,1
470318001318,4703180,NASHVILLE-DAVIDSON COUNTY SD,HILLSBORO COMP HIGH SCHOOL,NASHVILLE,TN,36.106700,-86.813250,1,11,1
470318001319,4703180,NASHVILLE-DAVIDSON COUNTY SD,HILLWOOD COMP HIGH SCHOOL,NASHVILLE,TN,36.117100,-86.873330,1,11,1
470318001320,4703180,NASHVILLE-DAVIDSON COUNTY SD,HUME FOGG MAGNET HIGH SCHOOL,NASHVILLE,TN,36.159540,-86.781020,1,11,1
470318001321,4703180,NASHVILLE-DAVIDSON COUNTY SD,INGLEWOOD ELEMENTARY SCHOOL,NASHVILLE,TN,36.197290,-86.723460,1,11,1
470318001322,4703180,NASHVILLE-DAVIDSON COUNTY SD,ISAAC LITTON MIDDLE SCHOOL,NASHVILLE,TN,36.227630,-86.720820,1,11,1
470318001323,4703180,NASHVILLE-DAVIDSON COUNTY SD,JERE BAXTER MIDDLE SCHOOL,NASHVILLE,TN,36.219560,-86.750340,1,11,1
470318001324,4703180,NASHVILLE-DAVIDSON COUNTY SD,JOELTON ELEMENTARY SCHOOL,JOELTON,TN,36.314170,-86.865450,8,41,1
470318001325,4703180,NASHVILLE-DAVIDSON COUNTY SD,JOELTON MIDDLE SCHOOL,JOELTON,TN,36.313240,-86.864940,8,41,1
470318001326,4703180,NASHVILLE-DAVIDSON COUNTY SD,JOHN B WHITSITT ELEMENTARY SCHOOL,NASHVILLE,TN,36.114890,-86.737850,1,11,1
470318001327,4703180,NASHVILLE-DAVIDSON COUNTY SD,JOHN OVERTON COMPREHENSIVE HIGH SCHOOL,NASHVILLE,TN,36.081190,-86.772520,3,21,1
470318001331,4703180,NASHVILLE-DAVIDSON COUNTY SD,JULIA GREEN ELEMENTARY SCHOOL,NASHVILLE,TN,36.102480,-86.834030,1,11,1
470318001332,4703180,NASHVILLE-DAVIDSON COUNTY SD,R. E. LILLARD @KINGS LANE DESIGN CENTER,NASHVILLE,TN,36.220130,-86.826620,1,11,1
470318001333,4703180,NASHVILLE-DAVIDSON COUNTY SD,KIRKPATRICK ELEMENTARY ENHANCED OPTION,NASHVILLE,TN,36.168460,-86.753100,1,11,1
470318001334,4703180,NASHVILLE-DAVIDSON COUNTY SD,LAKEVIEW ELEMENTARY DESIGN CENTER,NASHVILLE,TN,36.046200,-86.748530,1,11,1
470318001337,4703180,NASHVILLE-DAVIDSON COUNTY SD,MAPLEWOOD COMPREHENSIVE HIGH SCHOOL,NASHVILLE,TN,36.229370,-86.745790,1,11,1
470318001338,4703180,NASHVILLE-DAVIDSON COUNTY SD,MARGARET ALLEN MONTESSORI MIDDLE MAGNET SCHOOL,NASHVILLE,TN,36.143970,-86.722450,1,11,1
470318001341,4703180,NASHVILLE-DAVIDSON COUNTY SD,MCGAVOCK ELEMENTARY SCHOOL,NASHVILLE,TN,36.160440,-86.681410,1,11,1
470318001342,4703180,NASHVILLE-DAVIDSON COUNTY SD,MCGAVOCK COMPREHENSIVE HIGH SCHOOL,NASHVILLE,TN,36.185960,-86.676240,1,11,1
470318001344,4703180,NASHVILLE-DAVIDSON COUNTY SD,MCMURRAY MIDDLE SCHOOL,NASHVILLE,TN,36.055150,-86.723380,1,11,1
470318001346,4703180,NASHVILLE-DAVIDSON COUNTY SD,JOHN T MOORE MIDDLE SCHOOL,NASHVILLE,TN,36.095700,-86.801330,1,11,1
470318001350,4703180,NASHVILLE-DAVIDSON COUNTY SD,NAPIER ELEMENTARY ENHANCEMENT OPTION,NASHVILLE,TN,36.149360,-86.757360,1,11,1
470318001351,4703180,NASHVILLE-DAVIDSON COUNTY SD,NEELYS BEND ELEMENTARY SCHOOL,MADISON,TN,36.240610,-86.673540,1,11,1
470318001352,4703180,NASHVILLE-DAVIDSON COUNTY SD,NEELYS BEND MIDDLE SCHOOL,MADISON,TN,36.241720,-86.675060,1,11,1
470318001353,4703180,NASHVILLE-DAVIDSON COUNTY SD,BINKLEY ELEMENTARY SCHOOL,NASHVILLE,TN,36.076440,-86.748940,1,11,1
470318001355,4703180,NASHVILLE-DAVIDSON COUNTY SD,OLD CENTER ELEMENTARY SCHOOL,GOODLETTSVILLE,TN,36.285900,-86.745600,8,11,1
470318001356,4703180,NASHVILLE-DAVIDSON COUNTY SD,PARAGON MILLS ELEMENTARY,NASHVILLE,TN,36.087190,-86.707290,1,11,1
470318001357,4703180,NASHVILLE-DAVIDSON COUNTY SD,PARK AVENUE ELEMENTARY ENHANCED OPTION,NASHVILLE,TN,36.151620,-86.828170,1,11,1
470318001360,4703180,NASHVILLE-DAVIDSON COUNTY SD,PENNINGTON ELEMENTARY SCHOOL,NASHVILLE,TN,36.202710,-86.681360,1,11,1
470318001361,4703180,NASHVILLE-DAVIDSON COUNTY SD,PERCY PRIEST ELEMENTARY SCHOOL,NASHVILLE,TN,36.061610,-86.832570,3,21,1
470318001365,4703180,NASHVILLE-DAVIDSON COUNTY SD,ROSE PARK MATH/SCIENCE MIDDLE MAGNET SCHOOL,NASHVILLE,TN,36.145090,-86.780580,1,11,1
470318001366,4703180,NASHVILLE-DAVIDSON COUNTY SD,ROSEBANK ELEMENTARY SCHOOL,NASHVILLE,TN,36.185200,-86.717690,1,11,1
470318001367,4703180,NASHVILLE-DAVIDSON COUNTY SD,ROSS ELEMENTARY SCHOOL,NASHVILLE,TN,36.180360,-86.754930,1,11,1
470318001368,4703180,NASHVILLE-DAVIDSON COUNTY SD,SHWAB ELEMENTARY SCHOOL,NASHVILLE,TN,36.200380,-86.769940,1,11,1
470318001370,4703180,NASHVILLE-DAVIDSON COUNTY SD,STRATFORD COMPREHENSIVE HIGH SCHOOL,NASHVILLE,TN,36.196100,-86.717360,1,11,1
470318001371,4703180,NASHVILLE-DAVIDSON COUNTY SD,STRATTON ELEMENTARY SCHOOL,MADISON,TN,36.263710,-86.716580,1,11,1
470318001372,4703180,NASHVILLE-DAVIDSON COUNTY SD,SYLVAN PARK PAIDEIA DESIGN CENTER,NASHVILLE,TN,36.144300,-86.844280,1,11,1
470318001373,4703180,NASHVILLE-DAVIDSON COUNTY SD,TOM JOY ELEMENTARY SCHOOL,NASHVILLE,TN,36.209690,-86.756980,1,11,1
470318001374,4703180,NASHVILLE-DAVIDSON COUNTY SD,TUSCULUM ELEMENTARY SCHOOL,NASHVILLE,TN,36.062680,-86.716890,1,11,1
470318001375,4703180,NASHVILLE-DAVIDSON COUNTY SD,TWO RIVERS MIDDLE SCHOOL,NASHVILLE,TN,36.195390,-86.673300,1,11,1
470318001376,4703180,NASHVILLE-DAVIDSON COUNTY SD,UNA ELEMENTARY SCHOOL,NASHVILLE,TN,36.094830,-86.653270,1,11,1
470318001379,4703180,NASHVILLE-DAVIDSON COUNTY SD,CARTER LAWRENCE ELEMENTARY MAGNET SCHOOL,NASHVILLE,TN,36.143800,-86.786600,1,11,1
470318001382,4703180,NASHVILLE-DAVIDSON COUNTY SD,WEST END MIDDLE SCHOOL,NASHVILLE,TN,36.136290,-86.821980,1,11,1
470318001383,4703180,NASHVILLE-DAVIDSON COUNTY SD,WESTMEADE ELEMENTARY SCHOOL,NASHVILLE,TN,36.092510,-86.895050,1,11,1
470318001384,4703180,NASHVILLE-DAVIDSON COUNTY SD,WHARTON ARTS MIDDLE MAGNET SCHOOL,NASHVILLE,TN,36.176130,-86.809500,1,11,1
470318001386,4703180,NASHVILLE-DAVIDSON COUNTY SD,WHITES CREEK COMPREHENSIVE HIGH SCHOOL,WHITES CREEK,TN,36.271570,-86.821840,8,41,1
470318001389,4703180,NASHVILLE-DAVIDSON COUNTY SD,WRIGHT MIDDLE SCHOOL,NASHVILLE,TN,36.099200,-86.733580,1,11,1
470318001400,4703180,NASHVILLE-DAVIDSON COUNTY SD,BRICK CHURCH MIDDLE SCHOOL,NASHVILLE,TN,36.223540,-86.782160,1,11,1
470318001401,4703180,NASHVILLE-DAVIDSON COUNTY SD,JOHN F. KENNEDY MIDDLE SCHOOL,ANTIOCH,TN,36.053470,-86.599290,8,41,1
470318001647,4703180,NASHVILLE-DAVIDSON COUNTY SD,BAILEY MIDDLE SCHOOL,NASHVILLE,TN,36.189110,-86.733510,1,11,1
470318001651,4703180,NASHVILLE-DAVIDSON COUNTY SD,HENRY MAXWELL ELEMENTARY SCHOOL,ANTIOCH,TN,36.030900,-86.672920,8,41,1
470318001695,4703180,NASHVILLE-DAVIDSON COUNTY SD,CROFT MIDDLE DESIGN CENTER,NASHVILLE,TN,36.084570,-86.740160,1,11,1
470318001696,4703180,NASHVILLE-DAVIDSON COUNTY SD,HAYNES HEALTH/MEDICAL SCIENCE DESIGN CENTER,NASHVILLE,TN,36.208260,-86.788820,1,11,1
470318001697,4703180,NASHVILLE-DAVIDSON COUNTY SD,HEAD MIDDLE MATHEMATICS / SCIENCE MAGNET,NASHVILLE,TN,36.160230,-86.802870,1,11,1
470318001698,4703180,NASHVILLE-DAVIDSON COUNTY SD,HICKMAN ELEMENTARY,NASHVILLE,TN,36.167210,-86.656420,1,11,1
470318001701,4703180,NASHVILLE-DAVIDSON COUNTY SD,JOHN EARLY PAIDEIA MIDDLE MAGNET SCHOOL,NASHVILLE,TN,36.186750,-86.804140,1,11,1
470318001702,4703180,NASHVILLE-DAVIDSON COUNTY SD,JONES PAIDEIA MAGNET SCHOOL,NASHVILLE,TN,36.235400,-86.781300,1,11,1
470318001706,4703180,NASHVILLE-DAVIDSON COUNTY SD,MCKISSACK-CREWELL PROFESSIONAL DEVELOPMENT SCH,NASHVILLE,TN,36.159210,-86.830660,1,11,1
470318001707,4703180,NASHVILLE-DAVIDSON COUNTY SD,STANFORD ELEENTARY MONTESSORI DESIGN CENTER,NASHVILLE,TN,36.176760,-86.680890,1,11,1
470318001755,4703180,NASHVILLE-DAVIDSON COUNTY SD,LOCKELAND ELEMENTARY DESIGN CENTER,NASHVILLE,TN,36.175200,-86.739390,1,11,1
470318001781,4703180,NASHVILLE-DAVIDSON COUNTY SD,MARTHA VAUGHT MIDDLE SCHOOL,NASHVILLE,TN,36.142900,-86.855900,1,11,1
470318001815,4703180,NASHVILLE-DAVIDSON COUNTY SD,NASHVILLE SCHOOL OF THE ARTS,NASHVILLE,TN,36.134960,-86.741230,1,11,1
470318001924,4703180,NASHVILLE-DAVIDSON COUNTY SD,PEARL COHN MAGNET HIGH SCHOOL,NASHVILLE,TN,36.164380,-86.815920,1,11,1
470318001941,4703180,NASHVILLE-DAVIDSON COUNTY SD,SMITHSON CRAIGHEAD ACADEMY,NASHVILLE,TN,36.242930,-86.780360,1,11,1
470318001961,4703180,NASHVILLE-DAVIDSON COUNTY SD,HUNTERS LANE COMPREHENSIVE HIGH SCHOOL,NASHVILLE,TN,36.278140,-86.754180,8,41,1
470318001962,4703180,NASHVILLE-DAVIDSON COUNTY SD,MARTIN LUTHER KING JR MAGNET- PEARL HIGH SCHOOL,NASHVILLE,TN,36.161560,-86.800190,1,11,1
470318001986,4703180,NASHVILLE-DAVIDSON COUNTY SD,J E MOSS ELEMENTARY SCHOOL,ANTIOCH,TN,36.063800,-86.666820,1,11,1
470318001999,4703180,NASHVILLE-DAVIDSON COUNTY SD,TULIP GROVE ELEMENTARY SCHOOL,HERMITAGE,TN,36.199010,-86.612450,1,11,1
470318002013,4703180,NASHVILLE-DAVIDSON COUNTY SD,MURRELL SPECIAL EDUCATION,NASHVILLE,TN,36.139690,-86.789930,1,11,1
470318002053,4703180,NASHVILLE-DAVIDSON COUNTY SD,THOMAS A. EDISON ELEMENTARY SCHOOL,ANTIOCH,TN,36.063870,-86.605740,1,11,1
470318002054,4703180,NASHVILLE-DAVIDSON COUNTY SD,GLENDALE ELEMENTARY SCHOOL,NASHVILLE,TN,36.097990,-86.784020,3,21,1
470318002055,4703180,NASHVILLE-DAVIDSON COUNTY SD,HIGHLAND HEIGHTS,NASHVILLE,TN,,,N,N,2
470318002056,4703180,NASHVILLE-DAVIDSON COUNTY SD,MCCANN ALTERNATIVE LEARNING CENTER,NASHVILLE,TN,36.161870,-86.855500,1,11,1
470318002057,4703180,NASHVILLE-DAVIDSON COUNTY SD,OLD COCKRILL,NASHVILLE,TN,,,N,N,2
470318002058,4703180,NASHVILLE-DAVIDSON COUNTY SD,WILLIAM HENRY OLIVER MIDDLE SCHOOL,NASHVILLE,TN,36.019400,-86.709480,1,11,1
470318002059,4703180,NASHVILLE-DAVIDSON COUNTY SD,MAY WERTHAN SHAYNE ELEMENTARY SCHOOL,NASHVILLE,TN,36.019250,-86.709330,1,11,1
470318002060,4703180,NASHVILLE-DAVIDSON COUNTY SD,WARNER ELEMENTARY ENHANCED OPTION SCHOOL,NASHVILLE,TN,36.171820,-86.761470,1,11,1
470318002101,4703180,NASHVILLE-DAVIDSON COUNTY SD,MNPS MIDDLE COLLEGE @ NSCC,NASHVILLE,TN,36.135300,-86.858200,1,11,3
470318002102,4703180,NASHVILLE-DAVIDSON COUNTY SD,RUBY MAJOR ELEMENTARY SCHOOL,HERMITAGE,TN,36.157700,-86.581300,8,41,3
470318002103,4703180,NASHVILLE-DAVIDSON COUNTY SD,K I P P: ACADEMY NASHVILLE,NASHVILLE,TN,36.194400,-86.771000,1,11,3
470321001390,4703210,NEWPORT CITY ELEMENTARY S/D,NEWPORT GRAMMAR,NEWPORT,TN,35.964120,-83.186580,6,31,1
470324001393,4703240,OAK RIDGE CITY SCHOOL DISTRICT,GLENWOOD ELEMENTARY SCHOOL,OAK RIDGE,TN,36.047430,-84.213470,4,31,1
470324001394,4703240,OAK RIDGE CITY SCHOOL DISTRICT,JEFFERSON MIDDLE SCHOOL,OAK RIDGE,TN,36.024910,-84.225870,4,31,1
470324001395,4703240,OAK RIDGE CITY SCHOOL DISTRICT,LINDEN ELEMENTARY SCHOOL,OAK RIDGE,TN,36.000510,-84.306750,4,31,1
470324001396,4703240,OAK RIDGE CITY SCHOOL DISTRICT,OAK RIDGE HIGH SCHOOL,OAK RIDGE,TN,36.017540,-84.260710,4,31,1
470324001397,4703240,OAK RIDGE CITY SCHOOL DISTRICT,ROBERTSVILLE MIDDLE SCHOOL,OAK RIDGE,TN,36.011050,-84.278520,4,31,1
470324001398,4703240,OAK RIDGE CITY SCHOOL DISTRICT,WILLOW BROOK ELEMENTARY SCHOOL,OAK RIDGE,TN,36.010120,-84.280820,4,31,1
470324001399,4703240,OAK RIDGE CITY SCHOOL DISTRICT,WOODLAND ELEMENTARY SCHOOL,OAK RIDGE,TN,36.011790,-84.243060,4,31,1
470324001963,4703240,OAK RIDGE CITY SCHOOL DISTRICT,PRESCHOOL,OAK RIDGE,TN,36.025030,-84.251060,4,31,1
470327001406,4703270,OBION COUNTY SCHOOL DISTRICT,OBION COUNTY CENTRAL HIGH,TROY,TN,36.343200,-89.155100,7,42,1
470327001408,4703270,OBION COUNTY SCHOOL DISTRICT,SOUTH FULTON ELEMENTARY SCHOOL,SOUTH FULTON,TN,36.494600,-88.896500,6,33,1
470327001409,4703270,OBION COUNTY SCHOOL DISTRICT,SOUTH FULTON MIDDLE / HIGH SCHOOL,SOUTH FULTON,TN,36.497400,-88.877900,6,33,1
470327001909,4703270,OBION COUNTY SCHOOL DISTRICT,OBION COUNTY CAREER TECHNOLOGY CENTER,UNION CITY,TN,36.442200,-89.057470,6,33,1
470327001925,4703270,OBION COUNTY SCHOOL DISTRICT,LAKE ROAD ELEMENTARY SCHOOL,UNION CITY,TN,36.440600,-89.133320,7,41,1
470327001964,4703270,OBION COUNTY SCHOOL DISTRICT,BLACK OAK ELEMENTARY SCHOOL,HORNBEAK,TN,36.341130,-89.305660,7,43,1
470327001976,4703270,OBION COUNTY SCHOOL DISTRICT,HILLCREST ELEMENTARY SCHOOL,TROY,TN,36.330980,-89.169960,7,42,1
470327002014,4703270,OBION COUNTY SCHOOL DISTRICT,RIDGEMONT ELEMENTARY SCHOOL,UNION CITY,TN,36.380610,-89.063220,7,41,1
470330000031,4703300,ONEIDA CITY SCHOOL DISTRICT,ONEIDA MIDDLE SCHOOL,ONEIDA,TN,36.506020,-84.512910,6,33,1
470330001412,4703300,ONEIDA CITY SCHOOL DISTRICT,ONEIDA ELEMENTARY SCHOOL,ONEIDA,TN,36.513560,-84.504760,6,41,1
470330001413,4703300,ONEIDA CITY SCHOOL DISTRICT,ONEIDA HIGH SCHOOL,ONEIDA,TN,36.505000,-84.513200,6,33,1
470333000412,4703330,OVERTON COUNTY SCHOOL DISTRICT,R.E.A.C.H. ACADEMY,LIVINGSTON,TN,36.386190,-85.316130,6,33,1
470333000952,4703330,OVERTON COUNTY SCHOOL DISTRICT,OVERTON ADULT HIGH SCHOOL,LIVINGSTON,TN,36.386190,-85.316130,6,33,1
470333001414,4703330,OVERTON COUNTY SCHOOL DISTRICT,ALLONS ELEMENTARY SCHOOL,ALLONS,TN,36.435580,-85.345370,7,41,1
470333001417,4703330,OVERTON COUNTY SCHOOL DISTRICT,HILHAM ELEMENTARY SCHOOL,HILHAM,TN,36.413480,-85.434960,7,42,1
470333001419,4703330,OVERTON COUNTY SCHOOL DISTRICT,LIVINGSTON ACADEMY,LIVINGSTON,TN,36.400160,-85.320470,6,41,1
470333001420,4703330,OVERTON COUNTY SCHOOL DISTRICT,LIVINGSTON MIDDLE SCHOOL,LIVINGSTON,TN,36.382040,-85.331540,6,33,1
470333001423,4703330,OVERTON COUNTY SCHOOL DISTRICT,RICKMAN ELEMENTARY SCHOOL,RICKMAN,TN,36.256010,-85.353810,7,42,1
470333001425,4703330,OVERTON COUNTY SCHOOL DISTRICT,WILSON ELEMENTARY SCHOOL,CRAWFORD,TN,36.223210,-85.165910,7,42,1
470333001977,4703330,OVERTON COUNTY SCHOOL DISTRICT,A H ROBERTS ELEMENTARY SCHOOL,LIVINGSTON,TN,36.388130,-85.320590,6,33,1
470336001110,4703360,PARIS CITY SPECIAL SCHOOL DIST,PARIS ELEMENTARY SCHOOL,PARIS,TN,36.293330,-88.302730,6,33,1
470336001428,4703360,PARIS CITY SPECIAL SCHOOL DIST,W G RHEA ELEMENTARY SCHOOL,PARIS,TN,36.300840,-88.294150,6,33,1
470336001429,4703360,PARIS CITY SPECIAL SCHOOL DIST,W O INMAN MIDDLE SCHOOL,PARIS,TN,36.291830,-88.331510,6,33,1
470339001348,4703390,PERRY COUNTY SCHOOL DISTRICT,PERRY COUNTY HIGH SCHOOL,LINDEN,TN,35.592540,-87.866560,7,43,1
470339001432,4703390,PERRY COUNTY SCHOOL DISTRICT,LINDEN ELEMENTARY SCHOOL,LINDEN,TN,35.611680,-87.844270,7,43,1
470339001433,4703390,PERRY COUNTY SCHOOL DISTRICT,LOBELVILLE ELEMENTARY SCHOOL,LOBELVILLE,TN,35.771700,-87.779400,7,43,1
470339001434,4703390,PERRY COUNTY SCHOOL DISTRICT,LINDEN MIDDLE SCHOOL,LINDEN,TN,35.609000,-87.839590,7,43,1
470342001437,4703420,PICKETT COUNTY SCHOOL DISTRICT,PICKETT COUNTY HIGH SCHOOL,BYRDSTOWN,TN,36.575700,-85.132820,7,43,1
