NCESSCH,LEAID,LEANM05,SCHNAM05,LCITY05,LSTATE05,LATCOD,LONCOD,MLOCALE,ULOCALE,status05
390000104681,3900001,OHIO SCHOOL FOR THE DEAF,OHIO SCHOOL FOR THE DEAF,COLUMBUS,OH,40.062050,-83.006420,1,11,1
390000104682,3900001,OHIO SCHOOL FOR THE DEAF,OHIO SCHOOL FOR THE DEAF,COLUMBUS,OH,40.062050,-83.006420,1,11,1
390000104683,3900001,OHIO SCHOOL FOR THE DEAF,OHIO SCHOOL FOR THE DEAF,COLUMBUS,OH,40.062050,-83.006420,1,11,1
390000204684,3900002,OHIO STATE SCHOOL FOR THE BLIN,STATE SCHOOL FOR THE BLIND,COLUMBUS,OH,40.068610,-83.009700,1,11,1
390000204685,3900002,OHIO STATE SCHOOL FOR THE BLIN,STATE SCHOOL FOR THE BLIND,COLUMBUS,OH,40.068610,-83.009700,1,11,1
390001601503,3900016,OAK TREE MONTESSORI,OAK TREE MONTESSORI,CINCINNATI,OH,39.106990,-84.513940,1,11,1
390001701509,3900017,YOUNGSTOWN COMMUNITY SCHOOL,YOUNGSTOWN COMMUNITY SCHOOL,YOUNGSTOWN,OH,41.090450,-80.658400,2,13,1
390001801513,3900018,EAGLE HEIGHTS ACADEMY,EAGLE HEIGHTS ACADEMY,YOUNGSTOWN,OH,41.081910,-80.656820,2,13,1
390001901514,3900019,OLD BROOKLYN MONTESSORI SCHOOL,OLD BROOKLYN MONTESSORI SCHOOL,CLEVELAND,OH,41.433780,-81.707090,1,11,1
390002001515,3900020,HARMONY COMMUNITY SCHOOL,HARMONY COMMUNITY SCHOOL,CINCINNATI,OH,39.201700,-84.463090,1,11,1
390002201520,3900022,M.O.D.E.L. COMMUNITY SCHOOL,M.O.D.E.L. COMMUNITY SCHOOL,MAUMEE,OH,41.587940,-83.675580,3,41,1
390002301525,3900023,AURORA ACADEMY,AURORA ACADEMY,TOLEDO,OH,41.640410,-83.527190,1,11,1
390002401529,3900024,MEADOWS CHOICE COMMUNITY,MEADOWS CHOICE COMMUNITY,TOLEDO,OH,41.630370,-83.588420,1,11,1
390002501543,3900025,HOPE ACADEMY CHAPELSIDE CAMPUS,HOPE ACADEMY CHAPELSIDE CAMPUS,CLEVELAND,OH,41.454050,-81.589300,1,11,1
390002601562,3900026,HOPE ACADEMY CATHEDRAL CAMPUS,HOPE ACADEMY CATHEDRAL CAMPUS,CLEVELAND,OH,41.478340,-81.611370,1,11,1
390002701572,3900027,HOPE ACADEMY UNIVERSITY,HOPE ACADEMY UNIVERSITY,AKRON,OH,41.078820,-81.517500,2,12,1
390002801573,3900028,HOPE ACADEMY BROWN ST CAMPUS,HOPE ACADEMY BROWN ST CAMPUS,AKRON,OH,41.053310,-81.510790,2,12,1
390002901578,3900029,CITY DAY COMMUNITY SCHOOL,CITY DAY COMMUNITY SCHOOL,DAYTON,OH,39.755220,-84.190490,2,12,1
390003102807,3900031,CINCINNATI COLLEGE PREPARATORY ACADEMY,CINCINNATI COLLEGE PREPARATORY ACADEMY,CINCINNATI,OH,39.110600,-84.527800,1,11,1
390003202833,3900032,CITIZENS ACADEMY,CITIZENS ACADEMY,CLEVELAND,OH,41.509950,-81.618510,1,11,1
390003302834,3900033,"EDGE ACADEMY, THE","EDGE ACADEMY, THE",AKRON,OH,41.083850,-81.506350,2,12,1
390003502837,3900035,IDA B WELLS COMMUNITY ACADEMY,IDA B WELLS COMMUNITY ACADEMY,AKRON,OH,41.077970,-81.565540,2,12,1
390003602838,3900036,MILLENNIUM COMMUNITY,MILLENNIUM COMMUNITY,COLUMBUS,OH,39.936820,-82.888620,1,11,1
390003802844,3900038,SUMMIT ACADEMY OF ALT LEARNERS,SUMMIT ACADEMY OF ALT LEARNERS,AKRON,OH,41.073640,-81.492180,2,12,1
390003902915,3900039,WOW COMMUNITY SCHOOL,WOW COMMUNITY SCHOOL,DAYTON,OH,39.757660,-84.260160,2,12,1
390004002939,3900040,HORIZON SCIENCE ACAD CLEVELAND,HORIZON SCIENCE ACAD CLEVELAND,CLEVELAND,OH,41.531340,-81.648950,1,11,1
390004202978,3900042,HORIZON SCIENCE ACAD COLUMBUS,HORIZON SCIENCE ACAD COLUMBUS,COLUMBUS,OH,40.063730,-83.052880,1,11,1
390004302979,3900043,RIVERSIDE ACADEMY,RIVERSIDE ACADEMY,CINCINNATI,OH,39.085780,-84.577870,1,11,1
390004502984,3900045,INTERNATIONAL PREPARATORY SCHOOL,INTERNATIONAL PREPARATORY SCHOOL,CLEVELAND,OH,41.483930,-81.610610,1,11,1
390004702997,3900047,RICHARD ALLEN ACADEMY,RICHARD ALLEN ACADEMY,DAYTON,OH,39.737070,-84.206400,2,12,1
390004802998,3900048,THE ISUS INSTITUTE OF CONSTRUCTION TECHNOLOGY,THE ISUS INSTITUTE OF CONSTRUCTION TECHNOLOGY,DAYTON,OH,39.765340,-84.176760,2,12,1
390004903001,3900049,RHEA ACADEMY INC,RHEA ACADEMY INC,DAYTON,OH,39.759790,-84.189660,2,12,1
390005003011,3900050,LIFE SKILLS CTR OF YOUNGSTOWN,LIFE SKILLS CTR OF YOUNGSTOWN,YOUNGSTOWN,OH,41.065370,-80.661290,2,13,1
390005103015,3900051,HOPE ACADEMY LINCOLN PARK,HOPE ACADEMY LINCOLN PARK,CLEVELAND,OH,41.478600,-81.688360,1,11,1
390005203027,3900052,LIFE SKILLS CTR OF CLEVELAND,LIFE SKILLS CTR OF CLEVELAND,CLEVELAND,OH,41.501270,-81.654800,1,11,1
390005303054,3900053,LIFE SKILLS CENTER OF AKRON,LIFE SKILLS CENTER OF AKRON,AKRON,OH,41.081160,-81.521790,2,12,1
390005403067,3900054,PERFORMING ARTS SCHOOL OF TOLEDO,PERFORMING ARTS SCHOOL OF TOLEDO,TOLEDO,OH,41.649900,-83.536030,1,11,1
390005603084,3900056,TOLEDO SCHOOL FOR THE ARTS,TOLEDO SCHOOL FOR THE ARTS,TOLEDO,OH,41.656000,-83.543470,1,11,1
390005703090,3900057,"DAYTON ACADEMY, THE","DAYTON ACADEMY, THE",DAYTON,OH,39.732180,-84.259970,2,12,1
390005803118,3900058,GREATER CINCINNATI COMMUNITY,GREATER CINCINNATI COMMUNITY,COLUMBUS,OH,40.019000,-82.934100,1,11,1
390005903131,3900059,TOLEDO ACADEMY OF LEARNING,TOLEDO ACADEMY OF LEARNING,TOLEDO,OH,41.642840,-83.553160,1,11,1
390006103159,3900061,HOPE ACADEMY BROADWAY CAMPUS,HOPE ACADEMY BROADWAY CAMPUS,CLEVELAND,OH,41.466500,-81.651950,1,11,1
390006203162,3900062,ACADEMY OF BUSINESS & TECH,ACADEMY OF BUSINESS & TECH,TOLEDO,OH,41.651720,-83.578730,1,11,1
390006503248,3900065,"INTERGENERATIONAL SCHOOL, THE","INTERGENERATIONAL SCHOOL, THE",CLEVELAND,OH,41.492910,-81.597750,1,11,1
390006603722,3900066,LIGHTHOUSE COMM & PROF DEV,LIGHTHOUSE COMM & PROF DEV,AKRON,OH,41.075720,-81.522860,2,12,1
390006803315,3900068,PARMA COMMUNITY,PARMA COMMUNITY,PARMA,OH,41.380450,-81.736910,3,21,1
390007003331,3900070,SUMMIT ACADEMY-PARMA,SUMMIT ACADEMY-PARMA,PARMA,OH,41.402870,-81.769340,3,21,1
390007103346,3900071,SUMMIT ACADEMY-CANTON,SUMMIT ACADEMY-CANTON,CANTON,OH,40.823600,-81.383430,2,13,1
390007203360,3900072,T.C.P. WORLD ACADEMY,T.C.P. WORLD ACADEMY,CINCINNATI,OH,39.180490,-84.426820,1,11,1
390007303361,3900073,RICHARD ALLEN PREPARATORY,RICHARD ALLEN PREPARATORY,DAYTON,OH,39.765370,-84.219420,2,12,1
390007403759,3900074,A.B. MIREE FUNDAMENTAL ACADEMY,A.B. MIREE FUNDAMENTAL ACADEMY,CINCINNATI,OH,39.184990,-84.466480,1,11,1
390007503368,3900075,QUEST ACADEMY COMMUNITY,QUEST ACADEMY COMMUNITY,LIMA,OH,40.711730,-84.103510,2,13,1
390007603382,3900076,OMEGA SCHOOL OF EXCELLENCE,OMEGA SCHOOL OF EXCELLENCE,DAYTON,OH,39.782060,-84.223700,2,12,1
390007703387,3900077,LIGHTHOUSE COMMUNITY SCH INC,LIGHTHOUSE COMMUNITY SCH INC,CINCINNATI,OH,39.162250,-84.390110,1,11,1
390007803407,3900078,W.E.B. DUBOIS,W.E.B. DUBOIS,CINCINNATI,OH,39.116550,-84.522170,1,11,1
390007903420,3900079,ELECTRONIC CLASSROOM OF TOMORROW,ELECTRONIC CLASSROOM OF TOMORROW,COLUMBUS,OH,39.885780,-82.999170,1,11,1
390008003428,3900080,"GRAHAM SCHOOL, THE","GRAHAM SCHOOL, THE",COLUMBUS,OH,40.044930,-83.000130,1,11,1
390008103441,3900081,CORNERSTONE ACADEMY COMMUNITY,CORNERSTONE ACADEMY COMMUNITY,COLUMBUS,OH,39.954960,-82.997270,1,11,1
390008203445,3900082,ALLIANCE ACADEMY OF TOLEDO,ALLIANCE ACADEMY OF TOLEDO,TOLEDO,OH,41.653280,-83.546720,1,11,1
390008303762,3900083,DAYTON VIEW ACADEMY,DAYTON VIEW ACADEMY,DAYTON,OH,39.762130,-84.217680,2,12,1
390008403786,3900084,LIFE SKILLS OF TRUMBULL COUNTY,LIFE SKILLS OF TRUMBULL COUNTY,WARREN,OH,41.234770,-80.812540,2,13,1
390008603447,3900086,LIFE SKILLS CTR OF CINCINNATI,LIFE SKILLS CTR OF CINCINNATI,CINCINNATI,OH,39.127320,-84.489130,1,11,1
390008703449,3900087,ACADEMY OF DAYTON,ACADEMY OF DAYTON,TROTWOOD,OH,39.776240,-84.258360,4,21,1
390008903463,3900089,EAST END COMM HERITAGE SCHOOL,EAST END COMM HERITAGE SCHOOL,CINCINNATI,OH,39.122160,-84.472080,1,11,1
390009403602,3900094,MONROE LOCAL,LEMON-MONROE HIGH SCHOOL,MONROE,OH,39.448520,-84.388240,3,21,1
390009403607,3900094,MONROE LOCAL,MONROE JUNIOR HIGH SCHOOL,MONROE,OH,39.448360,-84.388230,3,21,1
390009403635,3900094,MONROE LOCAL,MONROE ELEMENTARY SCHOOL,MONROE,OH,39.448680,-84.388270,3,21,1
390009504142,3900095,COLIN POWELL LEADERSHIP ACAD,COLIN POWELL LEADERSHIP ACAD,DAYTON,OH,39.742040,-84.229360,2,12,1
390009603913,3900096,SUMMIT ACADEMY-MIDDLETOWN,SUMMIT ACADEMY-MIDDLETOWN,MIDDLETOWN,OH,39.509660,-84.342780,2,13,1
390009704036,3900097,SUMMIT ACADEMY-XENIA,SUMMIT ACADEMY-XENIA,XENIA,OH,39.674970,-83.930880,4,21,1
390009804167,3900098,SUMMIT ACADEMY OF CREATIVE ARTS,SUMMIT ACADEMY OF CREATIVE ARTS,AKRON,OH,41.072740,-81.491350,2,12,1
390009904014,3900099,SPRINGFIELD ACAD OF EXCELLENCE,SPRINGFIELD ACAD OF EXCELLENCE,SPRINGFIELD,OH,39.917350,-83.813080,2,13,1
390010003820,3900100,LIFE SKILLS CENTER-SPRINGFIELD,LIFE SKILLS CENTER-SPRINGFIELD,SPRINGFIELD,OH,39.903670,-83.791690,2,13,1
390010103860,3900101,LIFE SKILLS CENTER-MIDDLETOWN,LIFE SKILLS CENTER-MIDDLETOWN,MIDDLETOWN,OH,39.504170,-84.355080,2,13,1
390010204160,3900102,LORAIN COMMUNITY SCHOOL,LORAIN COMMUNITY SCHOOL,LORAIN,OH,41.468120,-82.178240,3,22,1
390010304054,3900103,ELYRIA COMMUNITY SCHOOL,ELYRIA COMMUNITY SCHOOL,ELYRIA,OH,41.381210,-82.077490,2,13,1
390010404157,3900104,YOUTHBUILD COLUMBUS COMMUNITY,YOUTHBUILD COLUMBUS COMMUNITY,COLUMBUS,OH,39.988620,-82.987960,1,11,1
390010504154,3900105,WESTPARK COMMUNITY-CLEVELAND,WESTPARK COMMUNITY-CLEVELAND,CLEVELAND,OH,41.451010,-81.811440,1,11,1
390010604067,3900106,DOHN COMMUNITY,DOHN COMMUNITY,CINCINNATI,OH,39.126150,-84.497650,1,11,1
390010704153,3900107,WASHINGTON PARK COMMUNITY,WASHINGTON PARK COMMUNITY,NEWBURGH HEIGHTS,OH,41.449500,-81.658060,3,21,1
390010804121,3900108,SUMMIT ACADEMY-YOUNGSTOWN,SUMMIT ACADEMY-YOUNGSTOWN,YOUNGSTOWN,OH,41.105500,-80.700200,2,13,1
390010904106,3900109,SUMMIT ACADEMY-LORAIN,SUMMIT ACADEMY-LORAIN,LORAIN,OH,41.437920,-82.121910,3,22,1
390011003876,3900110,MONTESSORI RENAISSANCE EXP,MONTESSORI RENAISSANCE EXP,COLUMBUS,OH,40.014500,-82.968300,1,11,1
390011103824,3900111,IMANI INSTITUTE LEADERSHIP SCHOOL,IMANI INSTITUTE LEADERSHIP SCHOOL,CLEVELAND,OH,,,N,N,2
390011303911,3900113,PHOENIX COMMUNITY LEARNING CTR,PHOENIX COMMUNITY LEARNING CTR,CINCINNATI,OH,39.186230,-84.464430,1,11,1
390011504140,3900115,THE NEW CHOICES COMMUNITY,THE NEW CHOICES COMMUNITY,DAYTON,OH,39.752530,-84.175240,2,12,1
390011604158,3900116,ACADEMY OF CLEVELAND,ACADEMY OF CLEVELAND,CLEVELAND,OH,41.446700,-81.622670,1,11,1
390011704155,3900117,THE AUTISM ACADEMY OF LEARNING,THE AUTISM ACADEMY OF LEARNING,TOLEDO,OH,41.666540,-83.542650,1,11,1
390011804148,3900118,TRECA DIGITAL ACADEMY,TRECA DIGITAL ACADEMY,MARION,OH,40.581130,-83.081970,7,32,1
390011903854,3900119,HOPE ACADEMY CUYAHOGA CAMPUS,HOPE ACADEMY CUYAHOGA CAMPUS,CLEVELAND,OH,41.426630,-81.779550,1,11,1
390012004066,3900120,EAGLE ACADEMY,EAGLE ACADEMY,TOLEDO,OH,41.659300,-83.501000,1,11,1
390012103912,3900121,HAMILTON CNTY MATH & SCIENCE,HAMILTON CNTY MATH & SCIENCE,MOUNT HEALTHY,OH,39.232700,-84.549460,3,21,1
390012204131,3900122,W C CUPE COMMUNITY SCHOOL,W C CUPE COMMUNITY SCHOOL,COLUMBUS,OH,39.997320,-82.976980,1,11,1
390012303957,3900123,SCIOTOVILLE,SCIOTOVILLE,PORTSMOUTH,OH,38.758590,-82.889090,6,31,1
390012404174,3900124,BRIGADOON ACADEMY COMMUNITY SCHOOL,BRIGADOON ACADEMY COMMUNITY SCHOOL,TOLEDO,OH,41.657830,-83.552450,1,11,1
390012504175,3900125,POLLY FOX ACADEMY COMMUNITY SCHOOL,POLLY FOX ACADEMY COMMUNITY SCHOOL,TOLEDO,OH,41.657830,-83.552450,1,11,1
390012604176,3900126,PHOENIX ACADEMY COMMUNITY SCHOOL,PHOENIX ACADEMY COMMUNITY SCHOOL,TOLEDO,OH,41.657830,-83.552450,1,11,1
390012704177,3900127,GLASS CITY ACADEMY,GLASS CITY ACADEMY,TOLEDO,OH,41.665540,-83.555100,1,11,1
390012804178,3900128,MINSTER COMMUNITY SCHOOL,MINSTER COMMUNITY SCHOOL,MINSTER,OH,40.400340,-84.378510,6,32,1
390012904179,3900129,PATHWAY SCHOOL OF DISCOVERY,PATHWAY SCHOOL OF DISCOVERY,DAYTON,OH,39.794560,-84.155850,2,12,1
390013004180,3900130,ALLIANCE ACADEMY OF CINCINNATI,ALLIANCE ACADEMY OF CINCINNATI,CINCINNATI,OH,39.141780,-84.469840,1,11,1
390013104181,3900131,VICTORY ACADEMY OF TOLEDO,VICTORY ACADEMY OF TOLEDO,TOLEDO,OH,41.645360,-83.621980,1,11,1
390013204182,3900132,GEORGE A. PHILLIPS ACADEMY,GEORGE A. PHILLIPS ACADEMY,TOLEDO,OH,41.647340,-83.629210,1,11,1
390013304183,3900133,NEWARK DIGITAL ACADEMY,NEWARK DIGITAL ACADEMY,NEWARK,OH,40.058740,-82.398400,3,23,1
390013404184,3900134,HOPE ACADEMY EAST CAMPUS,HOPE ACADEMY EAST CAMPUS,CLEVELAND,OH,41.554550,-81.568500,1,11,1
390013504185,3900135,HAMILTON LOCAL DIGITAL ACADEMY,HAMILTON LOCAL DIGITAL ACADEMY,COLUMBUS,OH,39.861510,-82.973710,3,21,1
390013805188,3900138,WILDWOOD ENVIRONMENTAL ACADEMY,WILDWOOD ENVIRONMENTAL ACADEMY,MAUMEE,OH,41.611850,-83.686770,3,21,1
390014105191,3900141,MAUMEE BAY ACADEMY,MAUMEE BAY ACADEMY,TOLEDO,OH,,,N,N,2
390014205192,3900142,INTERNATIONAL COLLEGE PREPARATORY ACADEMY,INTERNATIONAL COLLEGE PREPARATORY ACADEMY,CINCINNATI,OH,39.119770,-84.506000,1,11,1
390014404756,3900144,PAUL LAURENCE DUNBAR ACADEMY,PAUL LAURENCE DUNBAR ACADEMY,TOLEDO,OH,41.655970,-83.543490,1,11,1
390014504757,3900145,TOMORROW CENTER,TOMORROW CENTER,EDISON,OH,40.554110,-82.862320,3,32,1
390014604758,3900146,MAHONING UNLIMITED CLASSROOM,MAHONING UNLIMITED CLASSROOM,YOUNGSTOWN,OH,41.013370,-80.658770,2,13,1
390014704759,3900147,CANTON CITY SCH DIGITAL ACDMY,CANTON CITY SCH DIGITAL ACDMY,CANTON,OH,40.795540,-81.379590,2,13,1
390015104763,3900151,GOAL DIGITAL ACADEMY,GOAL DIGITAL ACADEMY,EDISON,OH,40.554110,-82.862320,3,32,1
390015204764,3900152,AKRON DIGITAL ACADEMY,AKRON DIGITAL ACADEMY,AKRON,OH,41.076690,-81.521800,2,12,1
390015304765,3900153,URBANA COMMUNITY SCHOOL,URBANA COMMUNITY SCHOOL,URBANA,OH,40.114450,-83.744520,6,31,1
390015504767,3900155,FAIRBORN DIGITAL ACADEMY,FAIRBORN DIGITAL ACADEMY,FAIRBORN,OH,39.828110,-84.016040,4,21,1
390015904771,3900159,FAIRLESS DIGITAL ACADEMY,FAIRLESS DIGITAL ACADEMY,NAVARRE,OH,40.704300,-81.581690,8,41,1
390016004772,3900160,PERRY PANTHER DIGITAL ACADEMY,PERRY PANTHER DIGITAL ACADEMY,MASSILLON,OH,40.789660,-81.455610,2,21,1
390016204774,3900162,GOLDEN EAGLE DIGITAL ACADEMY,GOLDEN EAGLE DIGITAL ACADEMY,CANTON,OH,40.846060,-81.382460,2,13,1
390016304775,3900163,"PLAIN LOCAL ADMY OF TECH, INC","PLAIN LOCAL ADMY OF TECH, INC",CANTON,OH,40.846060,-81.382460,2,13,1
390016404776,3900164,LITTLE EAGLE KINDERGARTEN PGM,LITTLE EAGLE KINDERGARTEN PGM,CANTON,OH,40.846060,-81.382460,2,13,1
390016504777,3900165,CEDAR CREEK COMMUNITY SCHOOL,CEDAR CREEK COMMUNITY SCHOOL,CLEVELAND HEIGHTS,OH,,,N,N,2
390016904781,3900169,"NORTHWEST DIGITAL ACADEMY, INC","NORTHWEST DIGITAL ACADEMY, INC",CANAL FULTON,OH,,,N,N,2
390017104783,3900171,"CARDINAL DIGITAL ACADEMY, INC","CARDINAL DIGITAL ACADEMY, INC",MAGNOLIA,OH,40.638490,-81.354080,7,41,1
390017204784,3900172,CANTON LOCAL DIGITAL ACADEMY,CANTON LOCAL DIGITAL ACADEMY,CANTON,OH,40.745330,-81.372360,4,21,1
390017404786,3900174,KENT DIGITAL ACADEMY,KENT DIGITAL ACADEMY,KENT,OH,41.156090,-81.356220,4,21,1
390017504699,3900175,LIFE SKILLS CENTER CANTON,LIFE SKILLS CENTER CANTON,CANTON,OH,40.808210,-81.375430,2,13,1
390017604700,3900176,LIFE SKILLS CENTER OF ELYRIA,LIFE SKILLS CENTER OF ELYRIA,ELYRIA,OH,41.403100,-82.109010,2,13,1
390017704701,3900177,LIFE SKILLS CTR OF SW COLUMBUS,LIFE SKILLS CTR OF SW COLUMBUS,GROVE CITY,OH,39.890940,-83.084130,3,21,1
390017804702,3900178,LIFE SKILLS CTR OF SE COLUMBUS,LIFE SKILLS CTR OF SE COLUMBUS,COLUMBUS,OH,39.924680,-82.879800,1,11,1
390017904703,3900179,LIFE SKILLS CENTER OF NORTHERN COLUMBUS,LIFE SKILLS CENTER OF NORTHERN COLUMBUS,COLUMBUS,OH,40.086610,-82.966540,1,11,1
390018004704,3900180,OHIO VIRTUAL ACADEMY,OHIO VIRTUAL ACADEMY,MAUMEE,OH,41.588470,-83.676270,3,41,1
390018104705,3900181,HOPE NORTHCOAST ACADEMY,HOPE NORTHCOAST ACADEMY,CLEVELAND,OH,41.441510,-81.639400,1,11,1
390018204706,3900182,ENGLEWOOD PEACE ACADEMY,ENGLEWOOD PEACE ACADEMY,TOLEDO,OH,41.662750,-83.571140,1,11,1
390018304707,3900183,LANCASTER DIGITAL ACADEMY,LANCASTER DIGITAL ACADEMY,LANCASTER,OH,39.713630,-82.602120,3,31,1
390018404708,3900184,MOUND STREET IT CAREERS ACADEMY,MOUND STREET IT CAREERS ACADEMY,DAYTON,OH,39.750940,-84.208800,2,12,1
390018504709,3900185,MOUND STREET MILITARY CAREERS ACADEMY,MOUND STREET MILITARY CAREERS ACADEMY,DAYTON,OH,39.750940,-84.208800,2,12,1
390018604710,3900186,MOUND STREET HEALTH CAREERS ACADMY,MOUND STREET HEALTH CAREERS ACADMY,DAYTON,OH,39.750940,-84.208800,2,12,1
390018904713,3900189,LIFE SKILLS CENTER OF HAMILTON COUNTY,LIFE SKILLS CENTER OF HAMILTON COUNTY,CINCINNATI,OH,39.201180,-84.455650,1,11,1
390019004714,3900190,INTERNATIONAL ACAD OF COLUMBUS,INTERNATIONAL ACAD OF COLUMBUS,COLUMBUS,OH,40.105020,-82.982580,1,11,1
390019104715,3900191,LEGACY ACAD FOR LEADERS & ARTS,LEGACY ACAD FOR LEADERS & ARTS,YOUNGSTOWN,OH,41.082410,-80.661950,2,13,1
390019204716,3900192,GREAT WESTERN ACADEMY,GREAT WESTERN ACADEMY,COLUMBUS,OH,39.961050,-83.092760,8,41,1
390019304717,3900193,TROTWOOD FITNESS & PREP ACAD,TROTWOOD FITNESS & PREP ACAD,TROTWOOD,OH,39.818240,-84.293620,4,21,1
390019404718,3900194,MIDDLETOWN FITNESS & PREP ACAD,MIDDLETOWN FITNESS & PREP ACAD,MIDDLETOWN,OH,39.517080,-84.404960,2,13,1
390019804722,3900198,THE ISUS INSTITUTE OF MANUFACTURING,THE ISUS INSTITUTE OF MANUFACTURING,DAYTON,OH,39.765340,-84.176760,2,12,1
390019904723,3900199,THE ISUS INSTITUTE OF HEALTH CARE,THE ISUS INSTITUTE OF HEALTH CARE,DAYTON,OH,39.765340,-84.176760,2,12,1
390020104725,3900201,GRANVILLE T WOODS COMM SHULE,GRANVILLE T WOODS COMM SHULE,COLUMBUS,OH,39.971220,-82.978480,1,11,1
390020204726,3900202,EAST END COMMUNITY SCHOOL,EAST END COMMUNITY SCHOOL,DAYTON,OH,39.752450,-84.174920,2,12,1
390020304727,3900203,ALTERNATIVE EDUCATION ACADEMY,ALTERNATIVE EDUCATION ACADEMY,TOLEDO,OH,41.658350,-83.545830,1,11,1
390020504729,3900205,CRITTENTON COMMUNITY SCHOOL,CRITTENTON COMMUNITY SCHOOL,COLUMBUS,OH,39.994010,-83.003610,1,11,1
390020804732,3900208,GREATER ACHIEVEMENT COMMUNITY SCHOOL,GREATER ACHIEVEMENT COMMUNITY SCHOOL,CLEVELAND,OH,41.465360,-81.621030,1,11,1
390020904733,3900209,MOLLIE KESSLER,MOLLIE KESSLER,YOUNGSTOWN,OH,41.101370,-80.646730,2,13,1
390021004734,3900210,MARCUS GARVEY ACADEMY,MARCUS GARVEY ACADEMY,CLEVELAND,OH,41.526150,-81.586390,3,21,1
390021104735,3900211,PURITAS COMMUNITY SCHOOL,PURITAS COMMUNITY SCHOOL,CLEVELAND,OH,41.433610,-81.802850,1,11,1
390021204736,3900212,STOCKYARD COMMUNITY SCHOOL,STOCKYARD COMMUNITY SCHOOL,CLEVELAND,OH,41.468430,-81.730380,1,11,1
390021304737,3900213,MANSFIELD COMMUNITY,MANSFIELD COMMUNITY,MANSFIELD,OH,40.758840,-82.532050,2,13,1
390021404738,3900214,LAKE ERIE ACADEMY,LAKE ERIE ACADEMY,TOLEDO,OH,41.677640,-83.608090,1,11,1
390021604740,3900216,NORTH DAYTON SCHOOL OF SCIENCE & DISCOVERY,NORTH DAYTON SCHOOL OF SCIENCE & DISCOVERY,DAYTON,OH,39.814550,-84.252410,4,21,1
390021704741,3900217,VIRTUAL COMMUNITY SCHOOL OF OHIO,VIRTUAL COMMUNITY SCHOOL OF OHIO,COLUMBUS,OH,39.938350,-82.831430,1,11,1
390021804742,3900218,TOLEDO ACCELERATED ACADEMY,TOLEDO ACCELERATED ACADEMY,TOLEDO,OH,41.673740,-83.674770,3,21,1
390021904743,3900219,RICHARD ALLEN ACADEMY II,RICHARD ALLEN ACADEMY II,DAYTON,OH,39.761880,-84.185090,2,12,1
390022004744,3900220,RICHARD ALLEN ACADEMY III,RICHARD ALLEN ACADEMY III,HAMILTON,OH,39.386870,-84.562140,3,21,1
390022204746,3900222,COLUMBUS YOUTH ENTREPRENEURSHIP,COLUMBUS YOUTH ENTREPRENEURSHIP,COLUMBUS,OH,,,N,N,2
390022304747,3900223,ARTS & COLLEGE PREPARATORY ACADEMY,ARTS & COLLEGE PREPARATORY ACADEMY,COLUMBUS,OH,39.934380,-82.879060,1,11,1
390022604750,3900226,MARION CITY DIGITAL ACADEMY,MARION CITY DIGITAL ACADEMY,MARION,OH,40.588200,-83.106500,5,32,1
390022804752,3900228,FRANKLIN LOCAL DIGITAL ACADEMY,FRANKLIN LOCAL DIGITAL ACADEMY,DUNCAN FALLS,OH,39.875750,-81.908540,7,42,1
390023104787,3900231,LIFE SKILLS CENTER OF TOLEDO,LIFE SKILLS CENTER OF TOLEDO,TOLEDO,OH,41.658350,-83.545830,1,11,1
390023204788,3900232,AMANDA CLEARCREEK DIGITAL ADMY,AMANDA CLEARCREEK DIGITAL ADMY,AMANDA,OH,39.651690,-82.741190,8,42,1
390023304789,3900233,FOXFIRE CENTER FOR STUDENT SUCCESS,FOXFIRE CENTER FOR STUDENT SUCCESS,ZANESVILLE,OH,39.896700,-82.052060,7,32,1
390023404790,3900234,SOUTHWEST LICKING DIGITAL ACAD,SOUTHWEST LICKING DIGITAL ACAD,ETNA,OH,39.956100,-82.681900,3,41,1
390023604792,3900236,PERRYSBURG DIGITAL ACADEMY,PERRYSBURG DIGITAL ACADEMY,PERRYSBURG,OH,41.557200,-83.626820,3,21,1
390023704672,3900237,DEPARTMENT OF YOUTH SERVICES,WILLIAM K WILLIS (SJCF),DELAWARE,OH,40.196240,-83.143450,3,21,1
390023704673,3900237,DEPARTMENT OF YOUTH SERVICES,LOUIS BROMFIELD (MOJCF),PERRYSVILLE,OH,40.608020,-82.299300,7,42,1
390023704674,3900237,DEPARTMENT OF YOUTH SERVICES,LUTHER E BALL (CHJCF),HIGHLAND HILLS,OH,41.449750,-81.510720,3,21,1
390023704675,3900237,DEPARTMENT OF YOUTH SERVICES,INDIAN RIVER (IRJCF),MASSILLON,OH,40.766740,-81.522700,2,13,1
390023704676,3900237,DEPARTMENT OF YOUTH SERVICES,RALPH C STARKEY (CJCF),CIRCLEVILLE,OH,39.610450,-82.951130,3,32,1
390023704677,3900237,DEPARTMENT OF YOUTH SERVICES,SCIOTO RIVER (SJCF),DELAWARE,OH,40.196240,-83.143450,3,21,1
390023704678,3900237,DEPARTMENT OF YOUTH SERVICES,TECUMSEH (ORVJCF),FRANKLIN FURNACE,OH,38.622420,-82.843800,7,41,1
390023704679,3900237,DEPARTMENT OF YOUTH SERVICES,HICKORY GROVE (MAJCF),MARION,OH,40.614940,-83.124150,5,32,1
