NCESSCH,LEAID,LEANM05,SCHNAM05,LCITY05,LSTATE05,LATCOD,LONCOD,MLOCALE,ULOCALE,status05
200000100523,2000001,SOUTHEAST OF SALINE,SOUTHEAST SALINE HIGH,GYPSUM,KS,38.710930,-97.508380,7,42,1
200000100524,2000001,SOUTHEAST OF SALINE,SOUTHEAST SALINE ELEM,GYPSUM,KS,38.658700,-97.405600,7,43,1
200000200907,2000002,SMOKY VALLEY,SODERSTROM ELEM,LINDSBORG,KS,38.575410,-97.677920,6,33,1
200000200909,2000002,SMOKY VALLEY,MARQUETTE ELEM,MARQUETTE,KS,38.555600,-97.832620,7,43,1
200000201467,2000002,SMOKY VALLEY,LINDSBORG MIDDLE SCHOOL,LINDSBORG,KS,38.579500,-97.683930,6,33,1
200000201649,2000002,SMOKY VALLEY,SMOKY VALLEY HIGH,LINDSBORG,KS,38.576950,-97.680670,6,33,1
200000201809,2000002,SMOKY VALLEY,SMOKY VALLEY CHARTER SCHOOL,LINDSBORG,KS,48.167100,-96.460200,6,43,3
200000300583,2000003,WAMEGO,WAMEGO MIDDLE SCHOOL,WAMEGO,KS,39.222140,-96.315360,6,41,1
200000300585,2000003,WAMEGO,WAMEGO HIGH,WAMEGO,KS,39.206060,-96.304980,6,33,1
200000301607,2000003,WAMEGO,CENTRAL ELEM,WAMEGO,KS,39.204740,-96.307520,6,33,1
200000301608,2000003,WAMEGO,WEST ELEM,WAMEGO,KS,39.202860,-96.320660,6,33,1
200000400597,2000004,ROCK CREEK,ST GEORGE ELEM,ST GEORGE,KS,39.192450,-96.421450,7,42,1
200000400599,2000004,ROCK CREEK,WESTMORELAND ELEM,WESTMORELAND,KS,39.391760,-96.412120,7,43,1
200000401708,2000004,ROCK CREEK,ROCK CREEK JR/SR HIGH SCHOOL,ST GEORGE,KS,39.300800,-96.440510,7,42,1
200000501081,2000005,SABETHA,SABETHA ELEM,SABETHA,KS,39.899900,-95.791520,7,43,1
200000501082,2000005,SABETHA,SABETHA MIDDLE SCHOOL,SABETHA,KS,39.897030,-95.789680,7,43,1
200000501083,2000005,SABETHA,SABETHA HIGH,SABETHA,KS,39.895060,-95.788390,7,43,1
200000501084,2000005,SABETHA,WETMORE ELEM,WETMORE,KS,39.636660,-95.809140,7,43,1
200000501085,2000005,SABETHA,WETMORE HIGH,WETMORE,KS,39.636660,-95.809140,7,43,1
200000600975,2000006,HIAWATHA,HIAWATHA ELEM,HIAWATHA,KS,39.856190,-95.514830,6,41,1
200000600976,2000006,HIAWATHA,HIAWATHA SR HIGH,HIAWATHA,KS,39.851310,-95.524670,6,41,1
200000601728,2000006,HIAWATHA,HIAWATHA MIDDLE SCHOOL,HIAWATHA,KS,39.850570,-95.524810,7,41,1
200000700155,2000007,SMITH CENTER,SMITH CENTER ELEM,SMITH CENTER,KS,39.776620,-98.781080,7,43,1
200000700156,2000007,SMITH CENTER,SMITH CENTER JR SR HIGH,SMITH CENTER,KS,39.780460,-98.775660,7,43,1
200000801745,2000008,LAWRENCE GARDNER HIGH SCHOOL,LAWRENCE GARDNER HIGH SCHOOL,TOPEKA,KS,39.094941,-95.685658,2,12,8
200000901746,2000009,NORTH BELOIT HIGH,NORTH BELOIT HIGH,BELOIT,KS,39.474897,-98.108557,6,33,8
200001001747,2000010,BERT NASH INTERMEDIATE,BERT NASH INTERMEDIATE,ATCHISON,KS,39.587637,-95.114921,7,32,8
200001101748,2000011,LARNED STATE HOSPITAL,WESTSIDE ELEMENTARY,LARNED,KS,38.182000,-99.155200,6,41,8
200001101749,2000011,LARNED STATE HOSPITAL,WESTSIDE HIGH,LARNED,KS,38.182000,-99.155200,6,41,8
200001200094,2000012,BARNES,HANOVER ELEM,HANOVER,KS,39.892740,-96.874310,7,43,1
200001200095,2000012,BARNES,HANOVER HIGH,HANOVER,KS,39.892740,-96.874310,7,43,1
200001200096,2000012,BARNES,LINN ELEM,LINN,KS,39.679260,-97.085520,7,43,1
200001200097,2000012,BARNES,LINN HIGH,LINN,KS,39.679260,-97.085520,7,43,1
200001300414,2000013,TRIPLAINS,WINONA ELEM,WINONA,KS,39.063400,-101.245600,7,43,1
200001300415,2000013,TRIPLAINS,WINONA HIGH,WINONA,KS,39.063400,-101.245600,7,43,1
200001400453,2000014,CENTRAL HEIGHTS,CENTRAL HEIGHTS HIGH,RICHMOND,KS,38.463040,-95.191980,8,42,1
200001400454,2000014,CENTRAL HEIGHTS,CENTRAL HEIGHTS ELEM,RICHMOND,KS,38.463040,-95.191980,8,42,1
200001500457,2000015,OTTAWA,EISENHOWER ELEM,OTTAWA,KS,38.595740,-95.277190,3,32,1
200001500458,2000015,OTTAWA,EUGENE FIELD ELEM,OTTAWA,KS,38.608040,-95.273900,3,32,1
200001500459,2000015,OTTAWA,GARFIELD ELEM,OTTAWA,KS,38.598880,-95.263710,3,32,1
200001500460,2000015,OTTAWA,HAWTHORNE ELEM,OTTAWA,KS,38.611230,-95.262980,3,32,1
200001500461,2000015,OTTAWA,LINCOLN ELEM,OTTAWA,KS,38.626360,-95.265610,3,32,1
200001500462,2000015,OTTAWA,OTTAWA MIDDLE SCHOOL,OTTAWA,KS,38.598740,-95.277260,3,32,1
200001500463,2000015,OTTAWA,OTTAWA SR HIGH,OTTAWA,KS,38.600730,-95.277250,3,32,1
200001600762,2000016,MARYSVILLE,MARYSVILLE JR/SR HIGH,MARYSVILLE,KS,39.839680,-96.644270,6,33,1
200001601674,2000016,MARYSVILLE,MARYSVILLE ELEM,MARYSVILLE,KS,39.843250,-96.645430,6,33,1
200001701216,2000017,SCOTT COUNTY,SCOTT CITY LOWER ELEM,SCOTT CITY,KS,38.479460,-100.902980,6,33,1
200001701217,2000017,SCOTT COUNTY,SCOTT CITY MIDDLE,SCOTT CITY,KS,38.478150,-100.915820,6,33,1
200001701219,2000017,SCOTT COUNTY,SCOTT CITY HIGH,SCOTT CITY,KS,38.480200,-100.906890,6,33,1
200001801750,2000018,SCHOOL FOR BLIND,SCHOOL FOR BLIND ELEMENTARY,KANSAS CITY,KS,39.116737,-94.638275,2,12,8
200001801751,2000018,SCHOOL FOR BLIND,SCHOOL FOR BLIND HIGH,KANSAS CITY,KS,39.116737,-94.638275,2,12,8
200001901752,2000019,SCHOOL FOR DEAF,SCHOOL FOR DEAF ELEMENTARY,OLATHE,KS,38.882137,-94.812632,3,21,8
200001901753,2000019,SCHOOL FOR DEAF,SCHOOL FOR DEAF HIGH,OLATHE,KS,38.882137,-94.812632,3,21,8
200002000496,2000020,WESTERN PLAINS,WESTERN PLAINS NORTH ELEM,RANSOM,KS,38.634750,-99.930490,7,43,1
200002000498,2000020,WESTERN PLAINS,WESTERN PLAINS HIGH,RANSOM,KS,38.633000,-99.906800,7,43,1
200002000501,2000020,WESTERN PLAINS,WESTERN PLAINS SOUTH ELEM/JR HIGH,BAZINE,KS,38.440300,-99.692900,7,43,1
200002300579,2000023,RAWLINS COUNTY,RAWLINS COUNTY ELEMENTARY,ATWOOD,KS,39.808520,-101.042140,7,43,1
200002300580,2000023,RAWLINS COUNTY,RAWLINS COUNTY JR/SR HIGH SCHOOL,ATWOOD,KS,39.807610,-101.037160,7,43,1
200318001059,2003180,ABILENE,GARFIELD ELEM,ABILENE,KS,38.921470,-97.215520,6,33,1
200318001060,2003180,ABILENE,KENNEDY ELEM,ABILENE,KS,38.931460,-97.211030,6,33,1
200318001061,2003180,ABILENE,MCKINLEY ELEM,ABILENE,KS,38.915200,-97.230240,6,33,1
200318001062,2003180,ABILENE,ABILENE MIDDLE SCHOOL,ABILENE,KS,38.929620,-97.218470,6,33,1
200318001063,2003180,ABILENE,ABILENE HIGH SCHOOL,ABILENE,KS,38.928470,-97.216620,6,33,1
200320001066,2003200,AUBURN WASHBURN,AUBURN ELEMENTARY,AUBURN,KS,38.906430,-95.817700,8,42,1
200320001069,2003200,AUBURN WASHBURN,PAULINE CENTRAL PRIMARY,TOPEKA,KS,38.943240,-95.696720,4,22,1
200320001070,2003200,AUBURN WASHBURN,PAULINE SOUTH INTERMEDIATE,WAKARUSA,KS,38.937690,-95.707520,8,41,1
200320001071,2003200,AUBURN WASHBURN,WANAMAKER ELEM,TOPEKA,KS,39.050830,-95.776910,8,41,1
200320001072,2003200,AUBURN WASHBURN,JAY SHIDELER ELEMENTARY,TOPEKA,KS,38.977820,-95.752810,8,41,1
200320001073,2003200,AUBURN WASHBURN,WASHBURN RURAL HIGH,TOPEKA,KS,38.956450,-95.759800,8,41,1
200320001658,2003200,AUBURN WASHBURN,INDIAN HILLS ELEMENTARY,TOPEKA,KS,39.014180,-95.795050,4,22,1
200320001710,2003200,AUBURN WASHBURN,WASHBURN RURAL MIDDLE SCHOOL,TOPEKA,KS,38.956510,-95.753320,8,41,1
200321000209,2003210,NORTH LYON COUNTY,ADMIRE ELEM,ADMIRE,KS,38.643920,-96.103710,7,43,1
200321000210,2003210,NORTH LYON COUNTY,AMERICUS ELEM,AMERICUS,KS,38.513300,-96.267100,7,42,1
200321000211,2003210,NORTH LYON COUNTY,NORTHERN HEIGHTS,ALLEN,KS,38.659500,-96.228200,7,43,1
200321000212,2003210,NORTH LYON COUNTY,READING ELEM,READING,KS,38.519800,-95.957200,7,43,1
200324000619,2003240,MILL CREEK VALLEY,ALMA GRADE SCHOOL,ALMA,KS,39.018400,-96.287580,8,43,1
200324000620,2003240,MILL CREEK VALLEY,WABAUNSEE SR HIGH,ALMA,KS,39.018290,-96.289360,8,43,1
200324000621,2003240,MILL CREEK VALLEY,MILL CREEK VALLEY MIDDLE SCHOOL,PAXICO,KS,39.069400,-96.165400,8,43,1
200324000622,2003240,MILL CREEK VALLEY,MILL CREEK VALLEY JUNIOR HIGH,PAXICO,KS,39.071400,-96.165500,8,43,1
200324000623,2003240,MILL CREEK VALLEY,MAPLE HILL ELEM,MAPLE HILL,KS,39.083300,-96.029100,8,42,1
200327000061,2003270,NORTHERN VALLEY,ALMENA ELEM,ALMENA,KS,39.893110,-99.709770,7,42,1
200327000062,2003270,NORTHERN VALLEY,NORTHERN VALLEY HIGH,ALMENA,KS,39.893110,-99.709770,7,42,1
200327000063,2003270,NORTHERN VALLEY,LONG ISLAND ELEM,LONG ISLAND,KS,39.959900,-99.544100,7,43,1
200330001494,2003300,LABETTE COUNTY,ALTAMONT ELEM,ALTAMONT,KS,37.191340,-95.292780,7,42,1
200330001495,2003300,LABETTE COUNTY,LABETTE COUNTY HIGH SCHOOL,ALTAMONT,KS,37.191050,-95.290430,7,42,1
200330001496,2003300,LABETTE COUNTY,BARTLETT ELEM,BARTLETT,KS,37.056860,-95.212280,7,43,1
200330001497,2003300,LABETTE COUNTY,EDNA ELEM,EDNA,KS,37.060110,-95.361440,7,43,1
200330001500,2003300,LABETTE COUNTY,MEADOWVIEW ELEM,PARSONS,KS,37.295950,-95.326230,6,42,1
200330001501,2003300,LABETTE COUNTY,MOUND VALLEY ELEM,MOUND VALLEY,KS,37.204140,-95.406800,7,43,1
200336000859,2003360,ANDOVER,ANDOVER MIDDLE SCHOOL,ANDOVER,KS,37.715690,-97.131300,8,41,1
200336000860,2003360,ANDOVER,ANDOVER HIGH,ANDOVER,KS,37.717110,-97.133120,8,41,1
200336001171,2003360,ANDOVER,ROBERT M. MARTIN ELEMENTARY,ANDOVER,KS,37.710820,-97.137520,3,21,1
200336001183,2003360,ANDOVER,MEADOWLARK ELEMENTARY,ANDOVER,KS,37.710820,-97.137520,3,21,1
200336001564,2003360,ANDOVER,ANDOVER CENTRAL MIDDLE SCHOOL,ANDOVER,KS,37.693830,-97.122230,8,41,1
200336001567,2003360,ANDOVER,ANDOVER CENTRAL HIGH SCHOOL,ANDOVER,KS,37.693860,-97.125140,8,41,1
200336001610,2003360,ANDOVER,COTTONWOOD ELEMENTARY,ANDOVER,KS,37.717470,-97.137070,3,21,1
200336001727,2003360,ANDOVER,SUNFLOWER ELEMENTARY SCHOOL,ANDOVER,KS,37.686070,-97.330420,8,11,1
200339000747,2003390,ANTHONY-HARPER,ANTHONY ELEM,ANTHONY,KS,37.151100,-98.027380,7,43,1
200339000749,2003390,ANTHONY-HARPER,CHAPARRAL HIGH ANTHONY,ANTHONY,KS,37.154390,-98.031070,7,43,1
200339000750,2003390,ANTHONY-HARPER,HARPER ELEM,HARPER,KS,37.283130,-98.029620,7,43,1
200343000740,2003430,ARGONIA PUBLIC SCHOOLS,ARGONIA ELEM,ARGONIA,KS,37.268760,-97.763910,8,43,1
200343000742,2003430,ARGONIA PUBLIC SCHOOLS,ARGONIA HIGH,ARGONIA,KS,37.269860,-97.761430,8,43,1
200345001232,2003450,ARKANSAS CITY,ADAMS ELEM,ARKANSAS CITY,KS,37.075450,-97.051590,6,32,1
200345001233,2003450,ARKANSAS CITY,FRANCES WILLARD ELEM,ARKANSAS CITY,KS,37.063600,-97.044300,6,32,1
200345001234,2003450,ARKANSAS CITY,JEFFERSON ELEM,ARKANSAS CITY,KS,37.081530,-97.039450,6,32,1
200345001237,2003450,ARKANSAS CITY,ROOSEVELT ELEM,ARKANSAS CITY,KS,37.064760,-97.036460,6,32,1
200345001240,2003450,ARKANSAS CITY,ARKANSAS CITY MIDDLE SCH,ARKANSAS CITY,KS,37.078220,-97.035510,7,41,1
200345001241,2003450,ARKANSAS CITY,ARKANSAS CITY HIGH,ARKANSAS CITY,KS,37.085680,-97.053790,7,41,1
200345001242,2003450,ARKANSAS CITY,C 4 ELEM,ARKANSAS CITY,KS,37.056160,-96.975690,7,41,1
200345001243,2003450,ARKANSAS CITY,I X L ELEM,ARKANSAS CITY,KS,37.012890,-97.045440,7,32,1
200348000183,2003480,NORTHEAST,NORTHEAST ELEM,ARMA,KS,37.544300,-94.705150,7,42,1
200348000184,2003480,NORTHEAST,NORTH EAST HIGH,ARMA,KS,37.543150,-94.692020,7,42,1
200351000084,2003510,ASHLAND,ASHLAND ELEM,ASHLAND,KS,37.189640,-99.767760,7,43,1
200351000086,2003510,ASHLAND,ASHLAND HIGH,ASHLAND,KS,37.147300,-99.725200,7,43,1
200351001650,2003510,ASHLAND,ASHLAND UPPER,ASHLAND,KS,37.147300,-99.725200,7,43,1
200354000956,2003540,ATCHISON PUBLIC SCHOOLS,ATCHISON HIGH  SCHOOL,ATCHISON,KS,39.569230,-95.138090,6,32,1
200354000958,2003540,ATCHISON PUBLIC SCHOOLS,ATCHISON MIDDLE SCHOOL,ATCHISON,KS,39.564060,-95.119140,6,32,1
200354001126,2003540,ATCHISON PUBLIC SCHOOLS,ATCHISON ELEMENTARY SCHOOL,ATCHISON,KS,39.569810,-95.143320,6,32,1
200357001513,2003570,ATTICA,PULS ELEM,ATTICA,KS,37.245780,-98.228310,7,43,1
200357001514,2003570,ATTICA,ATTICA HIGH,ATTICA,KS,37.245790,-98.228320,7,43,1
200363000741,2003630,AUGUSTA,EWALT ELEMENTARY,AUGUSTA,KS,37.699680,-96.964890,3,31,1
200363000915,2003630,AUGUSTA,GARFIELD ELEM,AUGUSTA,KS,37.684660,-96.978420,3,31,1
200363000916,2003630,AUGUSTA,LINCOLN ELEM,AUGUSTA,KS,37.693600,-96.974170,3,31,1
200363000917,2003630,AUGUSTA,ROBINSON ELEM,AUGUSTA,KS,37.688580,-96.982400,3,31,1
200363000918,2003630,AUGUSTA,AUGUSTA MIDDLE SCHOOL,AUGUSTA,KS,37.683290,-96.979140,3,31,1
200363000919,2003630,AUGUSTA,AUGUSTA SR HIGH,AUGUSTA,KS,37.695710,-96.971480,3,31,1
200366001311,2003660,AXTELL,AXTELL HIGH,AXTELL,KS,39.875840,-96.257680,7,43,1
200366001312,2003660,AXTELL,BERN ELEM,BERN,KS,39.963850,-95.973930,7,43,1
200366001313,2003660,AXTELL,BERN HIGH,BERN,KS,39.963850,-95.973930,7,43,1
200366001314,2003660,AXTELL,SUMMERFIELD ELEM,SUMMERFIELD,KS,40.000760,-96.348510,7,43,1
200369001140,2003690,B & B,BAILEYVILLE-ST. BENEDICT HIGH,BAILEYVILLE,KS,39.844700,-96.185300,7,43,1
200369001141,2003690,B & B,ST BENEDICT ELEM,SENECA,KS,39.836600,-96.075400,7,43,1
200372000702,2003720,BALDWIN CITY,BALDWIN ELEM  PRIMARY,BALDWIN CITY,KS,38.780300,-95.187700,4,31,1
200372000703,2003720,BALDWIN CITY,BALDWIN JUNIOR HIGH SCHOOL,BALDWIN CITY,KS,38.786080,-95.181920,4,31,1
200372000704,2003720,BALDWIN CITY,BALDWIN HIGH SCHOOL,BALDWIN CITY,KS,38.786270,-95.182280,4,41,1
200372000705,2003720,BALDWIN CITY,MARION SPRINGS,BALDWIN CITY,KS,38.785140,-95.334840,8,42,1
200372000706,2003720,BALDWIN CITY,VINLAND ELEM,BALDWIN CITY,KS,38.840600,-95.178880,8,42,1
200372001803,2003720,BALDWIN CITY,BALDWIN ELEMENTARY INTERMEDIATE CENTER,BALDWIN CITY,KS,38.781000,-95.198700,4,31,1
200378001184,2003780,BASEHOR-LINWOOD,BASEHOR ELEM SCHOOL,BASEHOR,KS,39.143180,-94.940810,8,41,1
200378001186,2003780,BASEHOR-LINWOOD,BASEHOR-LINWOOD HIGH SCHOOL,BASEHOR,KS,39.129800,-94.938640,8,41,1
200378001187,2003780,BASEHOR-LINWOOD,LINWOOD ELEM,LINWOOD,KS,39.002050,-95.040580,8,42,1
200378001188,2003780,BASEHOR-LINWOOD,BASEHOR-LINWOOD MIDDLE SCHOOL,LINWOOD,KS,39.002050,-95.040580,8,42,1
200378001729,2003780,BASEHOR-LINWOOD,GLENWOOD RIDGE ELEMENTARY SCHOOL,BONNER SPRINGS,KS,39.096690,-94.931630,8,41,1
200381001504,2003810,BAXTER SPRINGS,CENTRAL ELEM,BAXTER SPRINGS,KS,37.020430,-94.736970,6,32,1
200381001505,2003810,BAXTER SPRINGS,LINCOLN ELEM,BAXTER SPRINGS,KS,37.027850,-94.737860,6,32,1
200381001507,2003810,BAXTER SPRINGS,BAXTER SPRINGS MIDDLE,BAXTER SPRINGS,KS,37.020180,-94.733000,6,32,1
200381001508,2003810,BAXTER SPRINGS,BAXTER SPRINGS HIGH,BAXTER SPRINGS,KS,37.037670,-94.734920,6,32,1
200387000409,2003870,BELOIT,BELOIT ELEM,BELOIT,KS,39.469900,-98.111430,7,41,1
200387000410,2003870,BELOIT,BELOIT JR-SR HIGH,BELOIT,KS,39.474990,-98.107830,6,33,1
200390000736,2003900,BELLE PLAINE,BELLE PLAINE ELEM,BELLE PLAINE,KS,37.395010,-97.280960,8,42,1
200390000737,2003900,BELLE PLAINE,BELLE PLAINE HIGH,BELLE PLAINE,KS,37.397460,-97.280980,8,42,1
200390001584,2003900,BELLE PLAINE,BELLE PLAINE MIDDLE,BELLE PLAINE,KS,37.396300,-97.280980,8,42,1
200393001022,2003930,REPUBLIC COUNTY,BELLEVILLE EAST ELEM,BELLEVILLE,KS,39.824170,-97.628440,7,43,1
200393001023,2003930,REPUBLIC COUNTY,BELLEVILLE MIDDLE,BELLEVILLE,KS,39.824270,-97.634920,7,43,1
200393001024,2003930,REPUBLIC COUNTY,BELLEVILLE HIGH,BELLEVILLE,KS,39.819010,-97.624710,7,43,1
200396000164,2003960,TWIN VALLEY,BENNINGTON ELEM,BENNINGTON,KS,39.031970,-97.596340,7,43,1
200396000165,2003960,TWIN VALLEY,BENNINGTON HIGH,BENNINGTON,KS,39.032650,-97.596280,7,43,1
200396000166,2003960,TWIN VALLEY,TESCOTT ELEM,TESCOTT,KS,39.012790,-97.880180,7,43,1
200396000167,2003960,TWIN VALLEY,TESCOTT HIGH,TESCOTT,KS,39.012790,-97.880180,7,43,1
200402000921,2004020,OTIS-BISON,OTIS-BISON MIDDLE,BISON,KS,38.518300,-99.198200,7,43,1
200402000922,2004020,OTIS-BISON,OTIS-BISON ELEMENTARY,OTIS,KS,38.536120,-99.053440,7,43,1
200402000923,2004020,OTIS-BISON,OTIS-BISON HIGH,OTIS,KS,38.527800,-99.079800,7,43,1
200405000029,2004050,BONNER SPRINGS,BONNER SPRINGS ELEMENTARY,BONNER SPRINGS,KS,39.056300,-94.887690,3,21,1
200405000030,2004050,BONNER SPRINGS,ROBERT E CLARK MIDDLE,BONNER SPRINGS,KS,39.061660,-94.894830,3,21,1
200405000031,2004050,BONNER SPRINGS,BONNER SPRINGS HIGH,BONNER SPRINGS,KS,39.058560,-94.893440,3,21,1
200405000032,2004050,BONNER SPRINGS,EDWARDSVILLE ELEM,EDWARDSVILLE,KS,39.067490,-94.821100,8,41,1
200408000569,2004080,BREWSTER,BREWSTER ELEM,BREWSTER,KS,39.366150,-101.377020,7,43,1
200408000570,2004080,BREWSTER,BREWSTER HIGH,BREWSTER,KS,39.366150,-101.377020,7,43,1
200414001190,2004140,BUCKLIN,BUCKLIN ELEM,BUCKLIN,KS,37.546150,-99.634250,7,43,1
200414001191,2004140,BUCKLIN,BUCKLIN HIGH,BUCKLIN,KS,37.546150,-99.634250,7,43,1
200417000863,2004170,ALTOONA-MIDWAY,ALTOONA-MIDWAY ELEMENTARY,ALTOONA,KS,37.518000,-95.647400,7,42,1
200417000864,2004170,ALTOONA-MIDWAY,ALTOONA-MIDWAY MIDDLE,ALTOONA,KS,37.525000,-95.665000,7,42,1
200417000866,2004170,ALTOONA-MIDWAY,ALTOONA-MIDWAY HIGH SCHOOL,BUFFALO,KS,37.660000,-95.650800,7,43,1
200420000564,2004200,BUHLER,BUHLER ELEM,BUHLER,KS,38.143970,-97.770920,7,42,1
200420000565,2004200,BUHLER,BUHLER HIGH,BUHLER,KS,38.140350,-97.770830,7,42,1
200420000566,2004200,BUHLER,OBEE ELEM,HUTCHINSON,KS,38.057560,-97.850350,7,41,1
200420000567,2004200,BUHLER,PROSPERITY ELEM,HUTCHINSON,KS,38.104340,-97.922480,7,41,1
200420000568,2004200,BUHLER,UNION VALLEY ELEM,HUTCHINSON,KS,38.086440,-97.885530,5,32,1
200420001585,2004200,BUHLER,PRAIRIE HILLS MIDDLE,HUTCHINSON,KS,38.089040,-97.867250,7,32,1
200423001198,2004230,CENTRAL,CENTRAL ELEM,BURDEN,KS,37.320670,-96.752030,7,43,1
200423001200,2004230,CENTRAL,CENTRAL JR-SR HIGH,BURDEN,KS,37.314600,-96.779600,7,43,1
200426001160,2004260,BURLINGAME PUBLIC SCHOOL,BURLINGAME ELEMENTARY,BURLINGAME,KS,38.756320,-95.836980,8,42,1
200426001161,2004260,BURLINGAME PUBLIC SCHOOL,BURLINGAME JUNIOR/SENIOR HIGH,BURLINGAME,KS,38.757510,-95.836980,8,42,1
200429000177,2004290,BURLINGTON,BURLINGTON ELEM K-5,BURLINGTON,KS,38.193110,-95.743460,6,33,1
200429000178,2004290,BURLINGTON,BURLINGTON HIGH,BURLINGTON,KS,38.206830,-95.745370,7,41,1
200429001579,2004290,BURLINGTON,BURLINGTON MIDDLE 6-8,BURLINGTON,KS,38.206850,-95.743510,7,41,1
200435000780,2004350,BURRTON,BURRTON ELEM,BURRTON,KS,38.019860,-97.671610,8,42,1
200435000781,2004350,BURRTON,BURRTON HIGH,BURRTON,KS,38.019860,-97.671610,8,42,1
200438000743,2004380,CALDWELL,CALDWELL ELEM,CALDWELL,KS,37.032270,-97.610220,8,43,1
200438000744,2004380,CALDWELL,CALDWELL SECONDARY SCHOOL,CALDWELL,KS,37.032790,-97.610220,8,43,1
200438001804,2004380,CALDWELL,CALDWELL MIDDLE SCHOOL,CALDWELL,KS,,,N,N,2
200441001064,2004410,CANEY VALLEY,LINCOLN MEMORIAL ELEM,CANEY,KS,37.014950,-95.932730,7,43,1
200441001065,2004410,CANEY VALLEY,CANEY VALLEY HIGH,CANEY,KS,37.017730,-95.925420,7,43,1
200444001001,2004440,CANTON-GALVA,CANTON-GALVA ELEM AT CANTON,CANTON,KS,38.373300,-97.420900,7,43,1
200444001002,2004440,CANTON-GALVA,CANTON-GALVA HIGH,CANTON,KS,38.381610,-97.432160,7,43,1
200444001004,2004440,CANTON-GALVA,CANTON-GALVA ELEM AT GALVA,GALVA,KS,38.381600,-97.540300,7,42,1
200447000403,2004470,WACONDA,LAKESIDE INTERMEDIATE SCHOOL,CAWKER CITY,KS,39.511320,-98.434680,7,43,1
200447000405,2004470,WACONDA,LAKESIDE ELEM AT DOWNS,DOWNS,KS,39.507460,-98.544760,7,43,1
200447000406,2004470,WACONDA,LAKESIDE HIGH SCHOOL AT DOWNS,DOWNS,KS,39.507910,-98.544480,7,43,1
200447000407,2004470,WACONDA,LAKESIDE ELEM AT GLEN ELDER,GLEN ELDER,KS,39.501300,-98.304920,7,43,1
200447001801,2004470,WACONDA,LAKESIDE JUNIOR HIGH,CAWKER CITY,KS,39.510360,-98.433880,7,43,1
200450000443,2004500,CEDAR VALE,CEDAR VALE ELEM,CEDAR VALE,KS,37.106340,-96.500020,7,43,1
200450000444,2004500,CEDAR VALE,CEDAR VALE HIGH,CEDAR VALE,KS,37.106340,-96.500020,7,43,1
200456000830,2004560,VERMILLION,CENTRALIA ELEM,CENTRALIA,KS,39.726700,-96.129260,7,43,1
200456000831,2004560,VERMILLION,CENTRALIA HIGH,CENTRALIA,KS,39.726700,-96.129260,7,43,1
200456000832,2004560,VERMILLION,FRANKFORT ELEM,FRANKFORT,KS,39.706530,-96.418890,7,43,1
200456000833,2004560,VERMILLION,FRANKFORT HIGH,FRANKFORT,KS,39.706530,-96.418890,7,43,1
200459000967,2004590,CHANUTE PUBLIC SCHOOLS,CHANUTE ELEMENTARY CHARTER SCHOOL,CHANUTE,KS,37.686880,-95.454710,6,33,1
200459000968,2004590,CHANUTE PUBLIC SCHOOLS,HUTTON ELEM,CHANUTE,KS,37.676430,-95.444850,6,33,1
200459000969,2004590,CHANUTE PUBLIC SCHOOLS,LINCOLN ELEM,CHANUTE,KS,37.682160,-95.466250,6,33,1
200459000970,2004590,CHANUTE PUBLIC SCHOOLS,MURRAY HILL ELEM,CHANUTE,KS,37.678660,-95.458820,6,33,1
200459000972,2004590,CHANUTE PUBLIC SCHOOLS,ROYSTER MIDDLE SCHOOL,CHANUTE,KS,37.682000,-95.458740,6,33,1
200459000973,2004590,CHANUTE PUBLIC SCHOOLS,CHANUTE HIGH,CHANUTE,KS,37.678270,-95.450330,6,33,1
200462001246,2004620,CHAPMAN,BLUE RIDGE ELEM,ABILENE,KS,39.031640,-97.103940,7,42,1
200462001247,2004620,CHAPMAN,CHAPMAN ELEM,CHAPMAN,KS,38.972590,-97.019220,7,43,1
200462001248,2004620,CHAPMAN,CHAPMAN MIDDLE SCHOOL,CHAPMAN,KS,38.972590,-97.019220,7,43,1
200462001249,2004620,CHAPMAN,CHAPMAN HIGH,CHAPMAN,KS,38.970250,-97.024060,7,43,1
200462001250,2004620,CHAPMAN,ENTERPRISE ELEM,ENTERPRISE,KS,38.901750,-97.118320,7,42,1
200462001251,2004620,CHAPMAN,RURAL CENTER ELEM,ABILENE,KS,38.798260,-97.223190,6,42,1
200465000912,2004650,CHASE-RAYMOND,CHASE ELEM,CHASE,KS,38.355660,-98.345810,7,42,1
200465000913,2004650,CHASE-RAYMOND,CHASE HIGH,CHASE,KS,38.356240,-98.346550,7,42,1
200465000914,2004650,CHASE-RAYMOND,RAYMOND JR HIGH,CHASE,KS,38.355660,-98.345810,7,42,1
200467000393,2004670,CHENEY,CHENEY ELEM,CHENEY,KS,37.631970,-97.782250,8,42,1
200467000394,2004670,CHENEY,CHENEY MIDDLE SCHOOL  6-8,CHENEY,KS,37.633020,-97.781880,8,42,1
200467000395,2004670,CHENEY,CHENEY HIGH,CHENEY,KS,37.632970,-97.782650,8,42,1
200471000185,2004710,CHEROKEE,CHEROKEE ELEM,CHEROKEE,KS,37.345600,-94.822270,7,42,1
200471000186,2004710,CHEROKEE,MCCUNE ELEM,MCCUNE,KS,37.355460,-95.017270,7,43,1
